pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,id
-0.022,-0.001,-0.1029999,0,0,0,157
-0.022,-0.001,-0.09999988,0,0,0,158
-0.022,-0.001,-0.09699988,0,0,0,159
-0.022,-0.001,-0.09399989,0,0,0,160
-0.022,-0.001,-0.09099989,0,0,0,161
-0.022,-0.001,-0.08799989,0,0,0,162
-0.022,-0.001,-0.08499989,0,0,0,163
-0.022,-0.001,-0.08199989,0,0,0,164
-0.022,-0.001,-0.07899989,0,0,0,165
-0.022,-0.001,-0.07599989,0,0,0,166
-0.022,-0.001,-0.07299989,0,0,0,167
-0.022,-0.001,-0.0699999,0,0,0,168
-0.022,-0.001,-0.0669999,0,0,0,169
-0.022,-0.001,-0.0639999,0,0,0,170
-0.022,-0.001,-0.0609999,0,0,0,171
-0.022,-0.001,-0.0579999,0,0,0,172
-0.022,-0.001,-0.0549999,0,0,0,173
-0.022,-0.001,-0.0519999,0,0,0,174
-0.022,-0.001,-0.04899991,0,0,0,175
-0.022,-0.001,-0.04599991,0,0,0,176
-0.022,-0.001,-0.04299991,0,0,0,177
-0.022,-0.001,-0.03999991,0,0,0,178
-0.022,-0.001,-0.03699991,0,0,0,179
-0.022,-0.001,-0.03399991,0,0,0,180
-0.022,-0.001,-0.03099991,0,0,0,181
-0.022,-0.001,-0.02799991,0,0,0,182
-0.022,-0.001,-0.02499991,0,0,0,183
-0.022,-0.001,-0.02199991,0,0,0,184
-0.022,-0.001,-0.01899991,0,0,0,185
-0.022,-0.001,-0.01599991,0,0,0,186
-0.022,-0.001,-0.01299991,0,0,0,187
-0.022,-0.001,-0.009999909,0,0,0,188
-0.022,-0.001,-0.006999908,0,0,0,189
-0.022,-0.001,-0.003999908,0,0,0,190
-0.022,-0.001,-0.0009999084,0,0,0,191
-0.013,-0.001,-0.19,0,0,0,192
-0.013,-0.001,-0.187,0,0,0,193
-0.013,-0.001,-0.184,0,0,0,194
-0.013,-0.001,-0.181,0,0,0,195
-0.013,-0.001,-0.178,0,0,0,196
-0.013,-0.001,-0.175,0,0,0,197
-0.013,-0.001,-0.172,0,0,0,198
-0.013,-0.001,-0.169,0,0,0,199
-0.013,-0.001,-0.1659999,0,0,0,200
-0.013,-0.001,-0.1629999,0,0,0,201
-0.013,-0.001,-0.1599999,0,0,0,202
-0.013,-0.001,-0.1569999,0,0,0,203
-0.013,-0.001,-0.1539999,0,0,0,204
-0.013,-0.001,-0.1509999,0,0,0,205
-0.013,-0.001,-0.1479999,0,0,0,206
-0.013,-0.001,-0.1449999,0,0,0,207
-0.013,-0.001,-0.1419999,0,0,0,208
-0.013,-0.001,-0.1389999,0,0,0,209
-0.013,-0.001,-0.1359999,0,0,0,210
-0.013,-0.001,-0.1329999,0,0,0,211
-0.013,-0.001,-0.1299999,0,0,0,212
-0.013,-0.001,-0.1269999,0,0,0,213
-0.013,-0.001,-0.1239999,0,0,0,214
-0.013,-0.001,-0.1209999,0,0,0,215
-0.013,-0.001,-0.1179999,0,0,0,216
-0.013,-0.001,-0.1149999,0,0,0,217
-0.013,-0.001,-0.1119999,0,0,0,218
-0.013,-0.001,-0.1089999,0,0,0,219
-0.013,-0.001,-0.1059999,0,0,0,220
-0.013,-0.001,-0.1029999,0,0,0,221
-0.013,-0.001,-0.09999988,0,0,0,222
-0.013,-0.001,-0.09699988,0,0,0,223
-0.013,-0.001,-0.09399989,0,0,0,224
-0.013,-0.001,-0.09099989,0,0,0,225
-0.013,-0.001,-0.08799989,0,0,0,226
-0.013,-0.001,-0.08499989,0,0,0,227
-0.013,-0.001,-0.08199989,0,0,0,228
-0.013,-0.001,-0.07899989,0,0,0,229
-0.013,-0.001,-0.07599989,0,0,0,230
-0.013,-0.001,-0.07299989,0,0,0,231
-0.013,-0.001,-0.0699999,0,0,0,232
-0.013,-0.001,-0.0669999,0,0,0,233
-0.013,-0.001,-0.0639999,0,0,0,234
-0.013,-0.001,-0.0609999,0,0,0,235
-0.013,-0.001,-0.0579999,0,0,0,236
-0.013,-0.001,-0.0549999,0,0,0,237
-0.013,-0.001,-0.0519999,0,0,0,238
-0.013,-0.001,-0.04899991,0,0,0,239
-0.013,-0.001,-0.04599991,0,0,0,240
-0.013,-0.001,-0.04299991,0,0,0,241
-0.013,-0.001,-0.03999991,0,0,0,242
-0.013,-0.001,-0.03699991,0,0,0,243
-0.013,-0.001,-0.03399991,0,0,0,244
-0.013,-0.001,-0.03099991,0,0,0,245
-0.013,-0.001,-0.02799991,0,0,0,246
-0.013,-0.001,-0.02499991,0,0,0,247
-0.013,-0.001,-0.02199991,0,0,0,248
-0.013,-0.001,-0.01899991,0,0,0,249
-0.013,-0.001,-0.01599991,0,0,0,250
-0.013,-0.001,-0.01299991,0,0,0,251
-0.013,-0.001,-0.009999909,0,0,0,252
-0.013,-0.001,-0.006999908,0,0,0,253
-0.013,-0.001,-0.003999908,0,0,0,254
-0.013,-0.001,-0.0009999084,0,0,0,255
-0.004000001,-0.001,-0.19,0,0,0,256
-0.004000001,-0.001,-0.187,0,0,0,257
-0.004000001,-0.001,-0.184,0,0,0,258
-0.004000001,-0.001,-0.181,0,0,0,259
-0.004000001,-0.001,-0.178,0,0,0,260
-0.004000001,-0.001,-0.175,0,0,0,261
-0.004000001,-0.001,-0.172,0,0,0,262
-0.004000001,-0.001,-0.169,0,0,0,263
-0.004000001,-0.001,-0.1659999,0,0,0,264
-0.004000001,-0.001,-0.1629999,0,0,0,265
-0.004000001,-0.001,-0.1599999,0,0,0,266
-0.004000001,-0.001,-0.1569999,0,0,0,267
-0.004000001,-0.001,-0.1539999,0,0,0,268
-0.004000001,-0.001,-0.1509999,0,0,0,269
-0.004000001,-0.001,-0.1479999,0,0,0,270
-0.004000001,-0.001,-0.1449999,0,0,0,271
-0.004000001,-0.001,-0.1419999,0,0,0,272
-0.004000001,-0.001,-0.1389999,0,0,0,273
-0.004000001,-0.001,-0.1359999,0,0,0,274
-0.004000001,-0.001,-0.1329999,0,0,0,275
-0.004000001,-0.001,-0.1299999,0,0,0,276
-0.004000001,-0.001,-0.1269999,0,0,0,277
-0.004000001,-0.001,-0.1239999,0,0,0,278
-0.004000001,-0.001,-0.1209999,0,0,0,279
-0.004000001,-0.001,-0.1179999,0,0,0,280
-0.004000001,-0.001,-0.1149999,0,0,0,281
-0.004000001,-0.001,-0.1119999,0,0,0,282
-0.004000001,-0.001,-0.1089999,0,0,0,283
-0.004000001,-0.001,-0.1059999,0,0,0,284
-0.004000001,-0.001,-0.1029999,0,0,0,285
-0.004000001,-0.001,-0.09999988,0,0,0,286
-0.004000001,-0.001,-0.09699988,0,0,0,287
-0.004000001,-0.001,-0.09399989,0,0,0,288
-0.004000001,-0.001,-0.09099989,0,0,0,289
-0.004000001,-0.001,-0.08799989,0,0,0,290
-0.004000001,-0.001,-0.08499989,0,0,0,291
-0.004000001,-0.001,-0.08199989,0,0,0,292
-0.004000001,-0.001,-0.07899989,0,0,0,293
-0.004000001,-0.001,-0.07599989,0,0,0,294
-0.004000001,-0.001,-0.07299989,0,0,0,295
-0.004000001,-0.001,-0.0699999,0,0,0,296
-0.004000001,-0.001,-0.0669999,0,0,0,297
-0.004000001,-0.001,-0.0639999,0,0,0,298
-0.004000001,-0.001,-0.0609999,0,0,0,299
-0.004000001,-0.001,-0.0579999,0,0,0,300
-0.004000001,-0.001,-0.0549999,0,0,0,301
-0.004000001,-0.001,-0.0519999,0,0,0,302
-0.004000001,-0.001,-0.04899991,0,0,0,303
-0.004000001,-0.001,-0.04599991,0,0,0,304
-0.004000001,-0.001,-0.04299991,0,0,0,305
-0.004000001,-0.001,-0.03999991,0,0,0,306
-0.004000001,-0.001,-0.03699991,0,0,0,307
-0.004000001,-0.001,-0.03399991,0,0,0,308
-0.004000001,-0.001,-0.03099991,0,0,0,309
-0.004000001,-0.001,-0.02799991,0,0,0,310
-0.004000001,-0.001,-0.02499991,0,0,0,311
-0.004000001,-0.001,-0.02199991,0,0,0,312
-0.004000001,-0.001,-0.01899991,0,0,0,313
-0.004000001,-0.001,-0.01599991,0,0,0,314
-0.004000001,-0.001,-0.01299991,0,0,0,315
-0.004000001,-0.001,-0.009999909,0,0,0,316
-0.004000001,-0.001,-0.006999908,0,0,0,317
-0.004000001,-0.001,-0.003999908,0,0,0,318
-0.004000001,-0.001,-0.0009999084,0,0,0,319

